State	NPA-NXX	Ocn 	Company                                                     	RateCenter 	EffectiveDate	Use	AssignDate	Initial/Growth File Updated 01/16/2012
NC 	336-253	6664	"SPRINT SPECTRUM L.P."                                      	GREENSBORO 	          	AS	          	  
NC 	336-254	6664	"SPRINT SPECTRUM L.P."                                      	GREENSBORO 	          	AS	          	  
NC 	336-255	8645	"SUNCOM DBA T-MOBILE USA"                                   	GREENSBORO 	          	AS	          	  
NC 	336-256	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-257	8645	"SUNCOM DBA T-MOBILE USA"                                   	ASHEBORO   	          	AS	11/05/2010	G 
NC 	336-258	8660	"NUVOX COMMUNICATIONS"                                      	ELKIN      	          	AS	03/16/2004	I 
NC 	336-259	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	HIGH POINT 	          	AS	          	  
NC 	336-260	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	BURLINGTON 	          	AS	          	  
NC 	336-261	4620	"DELTACOM, INC. - NC"                                       	BURLINGTON 	          	AS	          	  
NC 	336-262	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	NOWILKESBO 	          	AS	          	  
NC 	336-263	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	BURLINGTON 	          	AS	          	  
NC 	336-264	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	BURLINGTON 	          	AS	          	  
NC 	336-266	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	BURLINGTON 	          	AS	          	  
NC 	336-267	6664	"SPRINT SPECTRUM L.P."                                      	ASHEBORO   	          	AS	          	  
NC 	336-268	7970	"WINDSTREAM COMMUNICATIONS, INC. - NC"                      	GREENSBORO 	          	AS	          	  
NC 	336-269	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	BURLINGTON 	          	AS	          	  
NC 	336-270	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	BURLINGTON 	          	AS	          	  
NC 	336-271	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-272	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-273	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-274	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-275	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-277	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	WINSTN SAL 	          	AS	          	  
NC 	336-278	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	BURLINGTON 	          	AS	          	  
NC 	336-279	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-280	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	REIDSVILLE 	          	AS	          	  
NC 	336-281	8735	"SPRINT COMMUNICATIONS COMPANY, L.P. - NC"                  	QUAKER GAP 	          	AS	03/13/2007	I 
NC 	336-282	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-283	3235	"LEVEL 3 COMMUNICATIONS, LLC - NC"                          	WINSTN SAL 	          	AS	          	  
NC 	336-284	0511	"YADKIN VALLEY TELEPHONE MEMBERSHIP CORP."                  	COOLEEMEE  	          	AS	          	  
NC 	336-285	3235	"LEVEL 3 COMMUNICATIONS, LLC - NC"                          	GREENSBORO 	          	AS	          	  
NC 	336-286	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-287	6664	"SPRINT SPECTRUM L.P."                                      	WINSTN SAL 	          	AS	          	  
NC 	336-288	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-289	7973	"TIME WARNER COMMUNICATIONS AXS - NC - GREENSBORO"          	HIGH POINT 	          	AS	04/01/2004	I 
NC 	336-290	8389	"TCG OF THE CAROLINAS, INC. - NC"                           	BURLINGTON 	          	AS	          	  
NC 	336-291	8389	"TCG OF THE CAROLINAS, INC. - NC"                           	GREENSBORO 	          	AS	          	  
NC 	336-292	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-293	8389	"TCG OF THE CAROLINAS, INC. - NC"                           	WINSTN SAL 	          	AS	          	  
NC 	336-294	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-295	8389	"TCG OF THE CAROLINAS, INC. - NC"                           	MONTICELLO 	          	AS	          	  
NC 	336-297	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-298	8389	"TCG OF THE CAROLINAS, INC. - NC"                           	SUMMERFLD  	          	AS	          	  
NC 	336-299	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-300	6017	"CRICKET COMMUNICATIONS, INC."                              	LEXINGTON  	          	AS	01/25/2007	I 
NC 	336-301	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	ASHEBORO   	          	AS	          	  
NC 	336-302	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	ASHEBORO   	          	AS	          	  
NC 	336-303	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-305	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	           	          	UA	          	  
NC 	336-306	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	WINSTN SAL 	          	AS	          	  
NC 	336-307	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	HIGH POINT 	          	AS	          	  
NC 	336-308	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	ASHEBORO   	          	AS	          	  
NC 	336-309	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	LEXINGTON  	          	AS	          	  
NC 	336-310	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	KERNERSVL  	          	AS	          	  
NC 	336-311	    	                                                            	           	          	UA	          	  
NC 	336-312	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-313	4809	"MADISON RIVER COMM. LLC DBA CENTURYLINK - NC"              	THOMASVL   	          	AS	          	  
NC 	336-314	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-315	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-316	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-317	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-318	0471	"CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK"        	ASHEBORO   	          	AS	          	  
NC 	336-319	6630	"USA MOBILITY WIRELESS, INC."                               	GREENSBORO 	          	AS	          	  
NC 	336-320	0503	"SURRY TELEPHONE MEMBERSHIP CORP."                          	RED BRUSH  	          	AS	          	  
NC 	336-321	6630	"USA MOBILITY WIRELESS, INC."                               	GREENSBORO 	          	AS	          	  
NC 	336-322	0471	"CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK"        	ROXBORO    	          	AS	          	  
NC 	336-323	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-324	6664	"SPRINT SPECTRUM L.P."                                      	GREENSBORO 	          	AS	          	  
NC 	336-325	0503	"SURRY TELEPHONE MEMBERSHIP CORP."                          	SHOALS     	          	AS	          	  
NC 	336-326	0503	"SURRY TELEPHONE MEMBERSHIP CORP."                          	SHOALS     	          	AS	          	  
NC 	336-327	6664	"SPRINT SPECTRUM L.P."                                      	GREENSBORO 	          	AS	          	  
NC 	336-328	0471	"CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK"        	ASHEBORO   	          	AS	          	  
NC 	336-329	4984	"TELCOVE OPERATIONS, INC. - NC"                             	BURLINGTON 	          	AS	02/11/2002	I 
NC 	336-330	0471	"CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK"        	ROXBORO    	          	AS	          	  
NC 	336-331	4984	"TELCOVE OPERATIONS, INC. - NC"                             	WINSTN SAL 	          	AS	          	  
NC 	336-332	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-333	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-334	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-335	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-336	    	                                                            	           	          	UA	          	  
NC 	336-337	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-338	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-339	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-340	6664	"SPRINT SPECTRUM L.P."                                      	GREENSBORO 	          	AS	          	  
NC 	336-341	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	WINSTN SAL 	          	AS	10/12/2009	G 
NC 	336-342	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	REIDSVILLE 	          	AS	          	  
NC 	336-343	8660	"NUVOX COMMUNICATIONS"                                      	BURLINGTON 	          	AS	          	  
NC 	336-344	6282	"UNITED STATES CELLULAR CORP. - NORTH CAROLINA"             	REIDSVILLE 	          	AS	          	  
NC 	336-345	6232	"NEXTEL COMMUNICATIONS, INC."                               	WINSTN SAL 	          	AS	          	  
NC 	336-346	8660	"NUVOX COMMUNICATIONS"                                      	GREENSBORO 	          	AS	          	  
NC 	336-347	8660	"NUVOX COMMUNICATIONS"                                      	REIDSVILLE 	          	AS	          	  
NC 	336-348	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	REIDSVILLE 	          	AS	          	  
NC 	336-349	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	REIDSVILLE 	          	AS	          	  
NC 	336-350	6017	"CRICKET COMMUNICATIONS, INC."                              	BURLINGTON 	          	AS	02/08/2007	I 
NC 	336-351	0503	"SURRY TELEPHONE MEMBERSHIP CORP."                          	WESTFIELD  	          	AS	          	  
NC 	336-352	0503	"SURRY TELEPHONE MEMBERSHIP CORP."                          	BEULAH     	          	AS	          	  
NC 	336-353	0503	"SURRY TELEPHONE MEMBERSHIP CORP."                          	ZEPHYR     	          	AS	          	  
NC 	336-354	8660	"NUVOX COMMUNICATIONS"                                      	WINSTN SAL 	          	AS	          	  
NC 	336-355	9654	"GLOBAL NAPS NORTH CAROLINA, INC."                          	GREENSBORO 	          	AS	12/04/2003	I 
NC 	336-356	035B	"PIEDMONT COMMUNICATIONS SERVICES, INC. - NC"               	DOBSON     	          	AS	10/21/2003	I 
NC 	336-357	0483	"WINDSTREAM LEXCOM COMMMUNICATIONS, INC."                   	LEXINGTON  	          	AS	          	  
NC 	336-358	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-359	0501	"SKYLINE TELEPHONE MEMBERSHIP CORP."                        	SCOTTVILLE 	          	AS	          	  
NC 	336-360	7674	"US LEC OF NORTH CAROLINA, INC."                            	RAMSEUR    	02/09/2012	AS	12/19/2011	I 
NC 	336-361	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	REIDSVILLE 	          	AS	          	  
NC 	336-362	6232	"NEXTEL COMMUNICATIONS, INC."                               	GREENSBORO 	          	AS	          	  
NC 	336-363	0471	"CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK"        	ROARINGGAP 	          	AS	          	  
NC 	336-364	0471	"CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK"        	TIMBERLAKE 	          	AS	          	  
NC 	336-366	0503	"SURRY TELEPHONE MEMBERSHIP CORP."                          	ZEPHYR     	          	AS	          	  
NC 	336-367	0471	"CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK"        	BOONVILLE  	          	AS	          	  
NC 	336-368	0471	"CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK"        	PILOT MT   	          	AS	          	  
NC 	336-369	8660	"NUVOX COMMUNICATIONS"                                      	GREENSBORO 	          	AS	          	  
NC 	336-370	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-371	0503	"SURRY TELEPHONE MEMBERSHIP CORP."                          	LEVELCROSS 	          	AS	          	  
NC 	336-372	0501	"SKYLINE TELEPHONE MEMBERSHIP CORP."                        	SPARTA     	          	AS	          	  
NC 	336-373	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-374	0503	"SURRY TELEPHONE MEMBERSHIP CORP."                          	LEVELCROSS 	          	AS	          	  
NC 	336-375	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-376	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	SAXAPAHAW  	          	AS	          	  
NC 	336-377	0476	"WINDSTREAM NORTH CAROLINA, INC."                           	STANLEYVL  	          	AS	          	  
NC 	336-378	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-379	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-380	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	BURLINGTON 	          	AS	          	  
NC 	336-381	0496	"RANDOLPH TELEPHONE MEMBERSHIP CORP."                       	PISGAH     	          	AS	          	  
NC 	336-382	6232	"NEXTEL COMMUNICATIONS, INC."                               	GREENSBORO 	          	AS	          	  
NC 	336-383	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-384	0501	"SKYLINE TELEPHONE MEMBERSHIP CORP."                        	LANSING    	          	AS	          	  
NC 	336-385	0501	"SKYLINE TELEPHONE MEMBERSHIP CORP."                        	CRESTON    	          	AS	          	  
NC 	336-386	0471	"CENTRAL TEL. CO. OF NORTH CAROLINA DBA CENTURYLINK"        	DOBSON     	          	AS	          	  
NC 	336-387	7674	"US LEC OF NORTH CAROLINA, INC."                            	GREENSBORO 	          	AS	          	  
NC 	336-388	0485	"MEBTEL, INC. DBA CENTURYLINK"                              	GATEWOOD   	          	AS	          	  
NC 	336-389	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-391	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	WINSTN SAL 	          	AS	          	  
NC 	336-392	6214	"NEW CINGULAR WIRELESS PCS, LLC - GA"                       	GREENSBORO 	          	AS	          	  
NC 	336-393	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-394	8660	"NUVOX COMMUNICATIONS"                                      	REIDSVILLE 	          	AS	          	  
NC 	336-395	8660	"NUVOX COMMUNICATIONS"                                      	BURLINGTON 	          	AS	          	  
NC 	336-396	6630	"USA MOBILITY WIRELESS, INC."                               	BURLINGTON 	          	AS	          	  
NC 	336-397	8660	"NUVOX COMMUNICATIONS"                                      	WINSTN SAL 	          	AS	          	  
NC 	336-398	8660	"NUVOX COMMUNICATIONS"                                      	GREENSBORO 	          	AS	          	  
NC 	336-399	6232	"NEXTEL COMMUNICATIONS, INC."                               	WINSTN SAL 	          	AS	          	  
NC 	336-401	0503	"SURRY TELEPHONE MEMBERSHIP CORP."                          	LEVELCROSS 	          	AS	          	  
NC 	336-402	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-403	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	WINSTN SAL 	          	AS	          	  
NC 	336-404	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	GREENSBORO 	          	AS	          	  
NC 	336-405	8645	"SUNCOM DBA T-MOBILE USA"                                   	GREENSBORO 	          	AS	06/17/2011	G 
NC 	336-406	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	WINSTN SAL 	          	AS	          	  
NC 	336-407	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	WINSTN SAL 	          	AS	          	  
NC 	336-408	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	WINSTN SAL 	          	AS	          	  
NC 	336-409	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	WINSTN SAL 	          	AS	          	  
NC 	336-410	0491	"NORTH STATE TELEPHONE CO. DBA NORTH STATE COMM"            	HIGH POINT 	          	AS	          	  
NC 	336-411	    	                                                            	           	          	UA	          	  
NC 	336-412	9417	"BELLSOUTH TELECOMM INC DBA SOUTHERN BELL TEL & TEL"        	GREENSBORO 	          	AS	          	  
NC 	336-413	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	WINSTN SAL 	          	AS	          	  
NC 	336-414	6324	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NC"              	WINSTN SAL 	          	AS	          	  
